text,nic_code,nic_label,division
business activity: iodized salt processing in my village,10798,Processing of salt into food grade salt,Manufacturing
the company is engaged in road construction for export,42101,Construction of highways and roads,Construction
business activity: i do fishing in sea on small scale,3111,Fishing in ocean and coastal waters,Agriculture
papad making unit,10796,Manufacture of papads and appalam,Manufacturing
we deal in copper wire making in my village,24201,Manufacture of copper products,Manufacturing
pharmacy medical shop,47721,Retail sale of pharmaceuticals,Healthcare
the company is engaged in fish farming in india,3221,Fish farming in freshwater,Agriculture
i am doing embroidery work for domestic market,13991,Embroidery work and making of laces,Manufacturing
we deal in poultry meat processing in my village,10104,Poultry slaughtering and preparation,Manufacturing
this unit is involved in dry cleaning laundry in my village,96010,Washing and dry cleaning of textiles,Services
my work is tailoring unit in my city,14105,Custom tailoring,Manufacturing
soap making as msme,20231,Manufacture of soap all forms,Manufacturing
industry: banana farming,1222,Growing of bananas,Agriculture
skill training institute iti on small scale,85221,Technical and vocational education,Education
i do we grind flour in my city,10611,Flour milling,Manufacturing
business activity: dairy farming in india,1412,Production of milk from cows or buffaloes,Agriculture
i do papad making unit for domestic market,10796,Manufacture of papads and appalam,Manufacturing
electrical installation,43211,Installation of electrical wiring,Construction
this unit is involved in i make soap at home for local market,20231,Manufacture of soap all forms,Manufacturing
aluminium product making,24202,Manufacture of aluminium products,Manufacturing
graphic design,74103,Services of graphic designers,Professional
this unit is involved in we grind spices as msme,10795,Grinding and processing of spices,Manufacturing
this unit is involved in poultry meat processing in my village,10104,Poultry slaughtering and preparation,Manufacturing
this unit is involved in we export organic basmati rice,1121,Organic farming of basmati rice,Agriculture
we are into chocolate making at home,10732,Manufacture of chocolate,Manufacturing
readymade garments,14101,Manufacture of textile garments,Manufacturing
this unit is involved in electronic goods shop in my village,47420,Retail sale of audio and video equipment,Trade
i own a trucking business for local market,49231,Motorised road freight transport,Transport
i do dairy product making ghee butter,10504,Manufacture of cream butter cheese ghee,Manufacturing
civil construction contractor,41001,Construction of buildings,Construction
we deal in farmer growing wheat in punjab for local market,1111,Growing of wheat,Agriculture
two wheeler manufacturing in my city,30911,Manufacture of motorcycles and scooters,Manufacturing
my work is road construction for domestic market,42101,Construction of highways and roads,Construction
we do led bulb making at home,27400,Manufacture of electric lighting equipment,Manufacturing
we grow tea,1271,Growing of tea,Agriculture
i own a my business is wheat cultivation at home,1111,Growing of wheat,Agriculture
we are into homeopathic medicine for export,21004,Manufacture of homoeopathic pharmaceutical preparations,Manufacturing
we have a plastic bag making,22203,Manufacture of plastic articles for packing,Manufacturing
agarbatti incense sticks making,20238,Manufacture of agarbatti,Manufacturing
sugarcane cultivation in my city,1140,Growing of sugar cane,Agriculture
we are into wooden furniture unit on small scale,31001,Manufacture of furniture of wood,Manufacturing
business activity: leather bag making for local market,15121,Manufacture of travel goods and bags,Manufacturing
led bulb making,27400,Manufacture of electric lighting equipment,Manufacturing
this unit is involved in coaching class tuition,85491,Academic tutoring services,Education
packaged water business,11043,Manufacture of mineral water,Manufacturing
silver jewellery,32111,Manufacture of jewellery of gold silver,Manufacturing
fashion designer,74101,Fashion design,Professional
industry: dairy product making ghee butter at home,10504,Manufacture of cream butter cheese ghee,Manufacturing
business activity: utensil making brass copper as msme,25994,Manufacture of metal household articles,Manufacturing
we do jute bag making in my village,13942,Manufacture of cordage or rope of jute,Manufacturing
we have a i grow non basmati rice in my village,1122,Organic farming of non-basmati rice,Agriculture
we do fast food centre,56102,Cafeterias and fast food restaurants,Hospitality
our business is battery manufacturing at home,27201,Manufacture of primary cells and batteries,Manufacturing
industry: handloom weaving in india,13121,Weaving of cotton fabrics,Manufacturing
our business is poultry meat processing in my city,10104,Poultry slaughtering and preparation,Manufacturing
this unit is involved in we grind flour for local market,10611,Flour milling,Manufacturing
industry: handmade soap business in my city,20231,Manufacture of soap all forms,Manufacturing
i am doing tiffin catering service at home,56291,Activities of food service contractors,Hospitality
i own a ayurvedic clinic,86901,Activities of Ayurveda practitioners,Healthcare
our business is tiffin catering service in my village,56291,Activities of food service contractors,Hospitality
jam jelly making in my village,10305,Manufacture of sauces jams and jellies,Manufacturing
leather bag making,15121,Manufacture of travel goods and bags,Manufacturing
industry: kirana store in my village,47211,Retail sale of food products,Trade
our business is diagnostic lab pathology,86905,Activities of diagnostic laboratories,Healthcare
paper bag making in my village,17024,Manufacture of sacks and bags of paper,Manufacturing
this unit is involved in dairy farming in my city,1412,Production of milk from cows or buffaloes,Agriculture
i do vegetable fruit shop,47212,Retail sale of fresh fruit and vegetables,Trade
our business is gold jewellery making at home,32111,Manufacture of jewellery of gold silver,Manufacturing
i grow cotton,1161,Growing of cotton,Agriculture
we do matchbox making at home,20291,Manufacture of matches,Manufacturing
business activity: agricultural equipment making for local market,28212,Manufacture of agricultural machinery,Manufacturing
my work is poultry meat processing in india,10104,Poultry slaughtering and preparation,Manufacturing
the company is engaged in sugarcane farming in my city,1140,Growing of sugar cane,Agriculture
tea packing business in india,10791,Processing and blending of tea,Manufacturing
perfume making,20234,Manufacture of perfumes,Manufacturing
i own a i make papad for domestic market,10796,Manufacture of papads and appalam,Manufacturing
industry: bicycle repair for local market,95291,Repair of bicycles,Services
we are into furniture shop,47591,Retail sale of household furniture,Trade
we have a tailoring alteration in my city,95292,Repair and alteration of clothing,Services
i own a chili farming for export,1282,Growing of chili,Agriculture
we deal in i make shoes chappal,15201,Manufacture of leather footwear,Manufacturing
this unit is involved in private school on small scale,85211,General school education first stage,Education
i run a limestone mining on small scale,8107,Mining of limestone,Mining
my work is sand quarrying,8106,Operation of sand or gravel pits,Mining
wooden furniture unit for export,31001,Manufacture of furniture of wood,Manufacturing
i run a dry cleaning laundry for export,96010,Washing and dry cleaning of textiles,Services
we do we make bread and biscuits in my village,10712,Manufacture of biscuits and cakes,Manufacturing
